name,created_at,updated_at,stars,language,releases,merged_pr,total_issues,closed_issues
ladybird,2024-05-30T09:18:10Z,2026-03-14T16:32:44Z,61277,C++,0,5988,1493,937
atom,2012-01-20T18:18:21Z,2026-03-14T10:19:02Z,60998,JavaScript,538,3937,17111,16148
ripgrep,2016-03-11T02:02:33Z,2026-03-14T16:05:41Z,60908,Rust,74,544,1775,1674
architect-awesome,2018-04-06T13:30:58Z,2026-03-14T08:41:58Z,60842,,0,49,71,23
Front-end-Developer-Interview-Questions,2012-02-09T23:34:10Z,2026-03-14T11:29:36Z,60800,Nunjucks,0,485,177,143
scrapy,2010-02-22T02:01:14Z,2026-03-14T16:07:33Z,60741,Python,46,2476,3242,2781
leetcode-master,2019-12-14T12:05:42Z,2026-03-14T16:04:28Z,60732,Shell,0,2311,277,68
minio,2015-01-14T19:23:58Z,2026-03-14T15:45:07Z,60482,Go,521,9882,7885,7840
openpilot,2016-11-24T01:33:30Z,2026-03-14T16:28:20Z,60307,Python,61,12712,3231,3066
markdown-here,2012-05-13T03:27:22Z,2026-03-14T07:44:20Z,60171,JavaScript,17,27,635,334
jquery,2009-04-03T15:20:14Z,2026-03-14T09:44:54Z,59868,JavaScript,13,870,2381,2305
nuxt,2016-10-26T11:18:47Z,2026-03-14T16:22:27Z,59836,TypeScript,275,7534,17186,16389
drawio-desktop,2017-05-25T20:58:42Z,2026-03-14T16:11:13Z,59822,JavaScript,170,26,1743,1680
spring-framework,2010-12-08T04:04:45Z,2026-03-14T15:38:26Z,59757,Java,359,908,27922,27609
git,2008-07-23T14:21:26Z,2026-03-14T15:56:32Z,59666,C,0,4,0,0
Real-Time-Voice-Cloning,2019-05-26T08:56:15Z,2026-03-14T16:32:00Z,59521,Python,0,51,1112,952
30-Days-Of-Python,2019-11-19T17:24:16Z,2026-03-14T16:05:47Z,59504,Python,0,137,147,84
pathway,2022-11-27T13:01:14Z,2026-03-14T16:39:04Z,59395,Python,84,19,144,113
shadowsocks-windows,2013-01-14T07:54:16Z,2026-03-14T15:55:37Z,59281,C#,55,290,2915,2727
Magisk,2016-09-08T12:42:53Z,2026-03-14T16:37:32Z,59270,Rust,156,1690,6491,6454
awesome-flutter,2017-05-07T11:45:27Z,2026-03-14T14:46:36Z,59266,Dart,0,448,0,0
llama,2023-02-14T09:29:12Z,2026-03-14T16:25:40Z,59220,Python,0,54,1112,652
cline,2024-07-06T07:28:10Z,2026-03-14T16:27:00Z,58967,TypeScript,241,3285,3445,2941
angular.js,2010-01-06T00:34:37Z,2026-03-14T14:47:51Z,58915,JavaScript,0,790,9033,8644
awesome-chatgpt-prompts-zh,2022-12-12T01:55:03Z,2026-03-14T16:36:43Z,58720,,0,33,97,59
rails,2008-04-11T02:19:47Z,2026-03-14T13:33:38Z,58328,Ruby,160,25901,18493,17981
mkcert,2018-06-25T05:33:03Z,2026-03-14T16:18:54Z,58301,Go,14,52,350,241
FFmpeg,2011-04-14T14:12:38Z,2026-03-14T16:06:17Z,57896,C,0,0,0,0
memos,2021-12-08T15:30:18Z,2026-03-14T16:31:49Z,57857,Go,86,1929,2836,2825
bat,2018-04-21T10:52:23Z,2026-03-14T15:00:12Z,57632,Rust,43,1584,1581,1271
astro,2021-03-15T17:19:47Z,2026-03-14T16:37:14Z,57535,TypeScript,1000,8316,6026,5831
html5-boilerplate,2010-01-24T18:03:24Z,2026-03-14T14:12:57Z,57402,JavaScript,34,804,1358,1353
zustand,2019-04-09T09:10:06Z,2026-03-14T16:30:38Z,57374,TypeScript,101,889,693,691
fuel-core,2020-08-27T21:12:14Z,2026-03-14T09:11:11Z,57297,Rust,125,1624,1154,996
DeepLearning-500-questions,2018-06-27T06:36:45Z,2026-03-14T14:36:05Z,57216,JavaScript,0,302,192,81
private-gpt,2023-05-02T09:15:31Z,2026-03-14T13:48:28Z,57179,Python,10,226,1228,965
yolov5,2020-05-18T03:45:11Z,2026-03-14T15:43:30Z,57018,Python,10,2240,9440,9402
you-get,2012-08-20T15:53:36Z,2026-03-14T14:57:18Z,56775,Python,123,582,0,0
vaultwarden,2018-02-17T22:40:20Z,2026-03-14T13:51:30Z,56739,Rust,78,1089,2571,2560
pocketbase,2022-07-05T06:06:21Z,2026-03-14T15:52:10Z,56736,Go,247,55,1953,1929
meilisearch,2018-04-23T11:45:28Z,2026-03-14T15:13:40Z,56392,Rust,302,2348,2402,2175
react-router,2014-05-16T22:22:51Z,2026-03-14T11:48:59Z,56301,TypeScript,326,3417,8312,8197
anything-llm,2023-06-04T02:29:14Z,2026-03-14T16:31:51Z,56207,JavaScript,25,1319,3248,2974
face_recognition,2017-03-03T21:52:39Z,2026-03-14T15:14:00Z,56197,Python,2,94,1378,598
MinerU,2024-02-29T08:52:34Z,2026-03-14T16:25:24Z,56172,Python,143,1320,2103,1912
awesome-rust,2014-07-17T10:45:10Z,2026-03-14T16:03:49Z,56144,Rust,0,1713,144,134
llm-app,2023-07-19T08:43:37Z,2026-03-14T16:39:06Z,56141,Jupyter Notebook,0,49,18,13
pi-hole,2014-06-08T15:02:55Z,2026-03-14T15:57:47Z,56107,Shell,123,2175,3128,3095
rclone,2014-03-16T16:19:57Z,2026-03-14T15:14:36Z,56022,Go,122,2315,5979,5038
gatsby,2015-05-21T22:43:05Z,2026-03-13T23:31:46Z,55945,JavaScript,158,18268,14130,13915
leetcode,2018-03-30T09:13:51Z,2026-03-14T09:13:59Z,55820,JavaScript,40,257,256,248
docling,2024-07-09T07:50:26Z,2026-03-14T16:32:39Z,55798,Python,159,765,1651,836
GPT-SoVITS,2024-01-14T18:05:21Z,2026-03-14T16:36:59Z,55768,Python,4,355,2013,1235
rich,2019-11-10T15:28:09Z,2026-03-14T11:56:13Z,55768,Python,175,860,1481,1265
github-cheat-sheet,2014-04-12T16:38:42Z,2026-03-14T16:41:49Z,55653,,0,129,75,49
awesome-android-ui,2014-12-24T01:45:03Z,2026-03-14T13:01:13Z,55645,,0,90,115,94
autogen,2023-08-18T11:43:45Z,2026-03-14T15:12:55Z,55604,Python,98,2535,2947,2496
project-layout,2017-09-09T16:33:26Z,2026-03-14T15:40:27Z,55546,Makefile,0,94,116,44
OpenManus,2025-03-06T14:08:14Z,2026-03-14T15:37:40Z,55233,Python,3,115,743,392
hackingtool,2020-04-11T09:21:31Z,2026-03-14T16:00:05Z,55231,Python,0,57,393,324
gpt-engineer,2023-04-29T12:52:15Z,2026-03-14T15:06:56Z,55222,Python,21,351,502,471
appwrite,2019-04-08T16:36:25Z,2026-03-14T15:18:30Z,55095,TypeScript,120,4471,4310,3832
faceswap,2017-12-19T09:44:13Z,2026-03-14T13:09:17Z,55039,Python,5,364,898,896
nanoGPT,2022-12-28T00:51:12Z,2026-03-14T16:34:09Z,54847,Python,0,45,355,114
starship,2019-04-02T03:23:12Z,2026-03-14T16:17:22Z,54794,Rust,138,3062,2631,1853
marktext,2017-11-12T16:05:25Z,2026-03-14T15:55:43Z,54436,JavaScript,36,944,3009,1656
ultralytics,2022-09-11T16:39:45Z,2026-03-14T16:32:07Z,54387,Python,349,4283,12514,12398
ChatGPT,2022-12-07T09:43:02Z,2026-03-14T13:58:35Z,54371,Rust,34,123,1256,368
gitea,2016-11-01T02:13:26Z,2026-03-14T16:22:16Z,54291,Go,225,18557,15454,12823
element,2016-09-03T06:19:26Z,2026-03-13T10:28:20Z,54208,Vue,145,3231,17895,15249
maybe,2024-01-01T22:23:46Z,2026-03-14T14:41:54Z,54047,Ruby,28,1073,0,0
ai-agents-for-beginners,2024-11-28T10:42:52Z,2026-03-14T16:38:40Z,53972,Jupyter Notebook,0,317,88,86
unsloth,2023-11-29T16:50:09Z,2026-03-14T16:34:28Z,53967,Python,23,803,3007,2131
joplin,2017-01-16T21:49:41Z,2026-03-14T15:37:07Z,53895,TypeScript,401,5292,7800,7237
requests,2011-02-13T18:38:17Z,2026-03-14T16:29:16Z,53858,Python,14,1619,4130,3947
normalize.css,2011-05-04T10:20:25Z,2026-03-14T12:54:36Z,53767,CSS,0,56,517,470
segment-anything,2023-03-23T17:03:03Z,2026-03-14T16:28:27Z,53664,Jupyter Notebook,0,16,717,182
dive,2018-05-13T15:44:01Z,2026-03-14T16:25:00Z,53571,Go,28,164,373,205
powerlevel10k,2019-02-24T19:09:45Z,2026-03-14T16:21:31Z,53295,Shell,33,169,2604,2488
core,2018-06-12T13:49:36Z,2026-03-14T15:26:55Z,53234,TypeScript,269,3664,5964,5321
trackerslist,2016-04-24T11:57:57Z,2026-03-14T13:47:35Z,53189,,0,1,511,501
first-contributions,2016-09-20T14:35:09Z,2026-03-14T16:30:43Z,52983,,0,95042,1370,1331
pdf.js,2011-04-26T06:32:03Z,2026-03-14T15:07:53Z,52980,JavaScript,83,8514,10429,10004
material-design-icons,2014-10-08T18:01:28Z,2026-03-14T14:45:58Z,52977,,16,50,1565,1176
n8n-workflows,2025-05-14T08:43:59Z,2026-03-14T16:05:26Z,52902,Python,1,34,99,81
ImHex,2020-11-10T14:27:00Z,2026-03-14T16:14:14Z,52870,C++,82,728,1561,1254
Free-Certifications,2020-07-31T10:26:19Z,2026-03-14T16:38:18Z,52612,,0,115,65,19
kotlin,2012-02-13T17:29:58Z,2026-03-14T13:05:06Z,52450,Kotlin,285,2157,0,0
ionic-framework,2013-08-20T23:06:02Z,2026-03-14T00:31:49Z,52402,TypeScript,931,6530,22145,21550
Docker-OSX,2020-06-04T11:01:37Z,2026-03-14T09:45:14Z,52268,Shell,0,109,681,287
v2rayNG,2019-05-15T02:15:31Z,2026-03-14T16:42:18Z,52128,Kotlin,284,541,3710,3699
Ghost,2013-05-04T11:09:13Z,2026-03-14T14:44:21Z,52038,JavaScript,956,15768,7219,7156
typst,2019-09-24T21:41:56Z,2026-03-14T13:46:42Z,52036,Rust,27,2248,4078,2972
termux-app,2015-10-23T09:42:46Z,2026-03-14T16:21:45Z,51942,Java,95,177,3033,2596
PowerShell,2016-01-13T23:41:35Z,2026-03-14T16:36:09Z,51862,C#,195,8127,13337,12149
prettier,2016-11-29T17:13:37Z,2026-03-14T15:39:47Z,51744,JavaScript,134,9670,7183,5981
coolify,2021-01-25T20:54:01Z,2026-03-14T16:32:34Z,51692,PHP,670,2352,3507,2954
etcd,2013-07-06T21:57:21Z,2026-03-14T13:46:30Z,51608,Go,272,10240,7127,7017
grok-1,2024-03-17T08:53:38Z,2026-03-14T14:33:17Z,51532,Python,0,5,0,0
awesome-ios,2014-07-10T16:03:45Z,2026-03-14T15:47:01Z,51528,Swift,0,2240,494,490
guava,2014-05-29T16:23:17Z,2026-03-14T11:21:20Z,51505,Java,57,1211,3650,3031
jekyll,2008-10-20T06:29:03Z,2026-03-14T12:44:02Z,51445,Ruby,112,3198,4925,4798
Semantic-UI,2013-04-08T23:32:04Z,2026-03-14T02:10:25Z,51135,JavaScript,154,356,6235,5269
chinese-poetry,2016-09-02T03:32:25Z,2026-03-14T16:28:30Z,51090,JavaScript,1,137,212,92
DefinitelyTyped,2012-10-05T16:39:45Z,2026-03-14T16:11:50Z,51060,TypeScript,1,52983,8112,7546
Motrix,2018-12-18T11:45:05Z,2026-03-14T12:13:41Z,51032,JavaScript,21,192,1356,600
go-ethereum,2013-12-26T13:05:46Z,2026-03-14T16:31:23Z,50917,Go,228,8807,8637,8451
Flowise,2023-03-31T12:23:09Z,2026-03-14T16:19:23Z,50739,TypeScript,80,1593,2517,1877
professional-programming,2015-11-07T05:07:52Z,2026-03-14T16:43:19Z,50664,Python,0,43,32,32
awesome-wechat-weapp,2016-09-22T20:04:48Z,2026-03-14T16:13:01Z,50615,,0,278,0,0
hiring-without-whiteboards,2017-03-15T05:09:01Z,2026-03-14T16:28:19Z,50489,JavaScript,0,1309,0,0
windows,2024-01-14T13:09:40Z,2026-03-14T15:53:16Z,50338,Shell,119,519,984,883
MoneyPrinterTurbo,2024-03-11T02:57:34Z,2026-03-14T16:12:04Z,50205,Python,9,145,620,400
lazydocker,2019-05-18T08:53:50Z,2026-03-14T14:51:45Z,50116,Go,45,191,397,205
bulma,2016-01-23T23:48:34Z,2026-03-14T09:46:14Z,50062,CSS,22,646,2743,2403
100-Days-Of-ML-Code,2018-07-05T09:11:43Z,2026-03-14T16:29:43Z,49868,,0,6,0,0
mem0,2023-06-20T08:58:36Z,2026-03-14T16:35:28Z,49799,Python,273,1834,1412,1002
mastodon,2016-02-22T15:01:25Z,2026-03-14T15:24:13Z,49750,Ruby,327,19231,12755,8556
cypress,2015-03-04T00:46:28Z,2026-03-14T01:59:59Z,49610,TypeScript,388,8088,15328,14134
odoo,2014-05-13T15:38:58Z,2026-03-14T16:01:17Z,49513,Python,0,6182,18830,15257
hacker-scripts,2015-11-21T19:05:09Z,2026-03-14T16:38:52Z,49430,JavaScript,0,63,105,68
jellyfin,2018-12-09T06:36:45Z,2026-03-14T16:41:06Z,49311,C#,102,5194,8213,7586
lx-music-desktop,2019-08-14T14:31:08Z,2026-03-14T15:56:36Z,49302,TypeScript,112,91,2366,1277
open-source-ios-apps,2015-01-26T23:32:34Z,2026-03-14T15:42:09Z,49223,,37,1551,333,333
alist,2020-12-23T17:40:29Z,2026-03-14T15:23:05Z,49169,Go,143,905,4433,3898
json,2013-07-04T08:47:49Z,2026-03-14T14:45:13Z,49114,C++,45,1010,2369,2333
dbeaver,2015-10-21T08:26:28Z,2026-03-14T15:07:42Z,49097,Java,243,6755,20033,16869
winutil,2022-04-28T02:25:19Z,2026-03-14T16:25:41Z,49067,PowerShell,35,1085,2169,2163
context7,2025-03-26T23:40:39Z,2026-03-14T16:34:08Z,49010,TypeScript,54,287,1754,1618
TrendRadar,2025-04-28T11:42:16Z,2026-03-14T16:30:16Z,48917,Python,0,1,402,375
huginn,2013-03-10T06:00:31Z,2026-03-14T14:44:22Z,48867,Ruby,1,1065,2181,1576
ai-hedge-fund,2024-11-29T16:30:01Z,2026-03-14T16:43:41Z,48860,Python,0,44,236,205
query,2019-09-10T19:23:58Z,2026-03-14T16:35:54Z,48808,TypeScript,1000,3209,2275,2203
dayjs,2018-04-10T09:26:44Z,2026-03-14T12:41:44Z,48592,JavaScript,126,720,1827,870
julia,2011-04-21T07:01:50Z,2026-03-14T11:57:54Z,48538,Julia,196,26921,25857,22013
RxJava,2013-01-08T20:11:48Z,2026-03-14T13:37:23Z,48487,Java,243,3378,3183,3167
algorithm-visualizer,2016-05-15T00:27:45Z,2026-03-14T14:12:55Z,48383,JavaScript,0,183,124,77
nanochat,2025-10-13T13:46:35Z,2026-03-14T16:40:32Z,48304,Python,0,73,122,106
pandas,2010-08-24T01:37:33Z,2026-03-14T15:59:30Z,48132,Python,118,28083,28171,24746
moment,2011-03-01T02:46:06Z,2026-03-14T07:46:20Z,48043,JavaScript,0,714,4166,3915
expo,2016-08-15T17:14:25Z,2026-03-14T15:29:36Z,47939,TypeScript,0,20751,18209,17875
terraform,2014-03-13T22:25:48Z,2026-03-14T15:35:20Z,47918,Go,404,13226,21620,19869
x64dbg,2015-04-11T20:48:23Z,2026-03-14T16:32:54Z,47888,C++,4,774,2687,2111
Fooocus,2023-08-09T18:43:40Z,2026-03-14T06:38:33Z,47859,Python,21,448,1644,1420
type-challenges,2020-07-23T14:33:11Z,2026-03-14T03:26:46Z,47820,TypeScript,0,600,37050,4000
open-source-mac-os-apps,2017-11-03T02:35:33Z,2026-03-14T16:35:35Z,47819,,0,614,219,210
kubernetes-the-hard-way,2016-07-07T14:15:27Z,2026-03-14T16:35:41Z,47718,,0,73,438,416
llama_index,2022-11-02T04:24:54Z,2026-03-14T16:07:21Z,47666,Python,426,7684,6957,6760
freqtrade,2017-05-17T23:48:53Z,2026-03-14T16:13:51Z,47638,Python,110,6342,5569,5541
design-patterns-for-humans,2017-02-16T21:24:39Z,2026-03-13T17:00:29Z,47623,,0,50,52,47
jadx,2013-03-18T17:08:21Z,2026-03-14T16:17:21Z,47622,Java,34,623,2054,1640
htmx,2020-04-13T16:17:51Z,2026-03-14T13:59:15Z,47619,JavaScript,27,1059,1674,1073
big-list-of-naughty-strings,2015-08-08T20:57:20Z,2026-03-14T05:44:18Z,47607,Python,0,89,101,32
gogs,2014-02-12T01:57:08Z,2026-03-14T11:51:56Z,47581,Go,96,1869,5179,4255
whisper.cpp,2022-09-25T18:26:37Z,2026-03-14T16:31:16Z,47534,C++,31,932,1878,873
Projects,2013-07-04T13:37:27Z,2026-03-14T11:21:28Z,47473,,0,19,93,37
awesome-java,2014-07-09T10:12:43Z,2026-03-14T13:55:17Z,47306,,0,733,139,136
chinese-independent-developer,2017-09-21T11:08:23Z,2026-03-14T16:16:41Z,47087,,0,419,245,244
PythonDataScienceHandbook,2016-08-10T14:24:36Z,2026-03-14T16:14:44Z,47046,Jupyter Notebook,0,28,208,79
awesome-react-components,2016-06-24T15:19:33Z,2026-03-14T14:43:20Z,47033,,0,343,56,45
brew,2016-03-06T05:08:38Z,2026-03-14T16:29:56Z,47016,Ruby,474,13839,5003,4994
react,2018-06-02T04:08:16Z,2026-03-14T15:04:03Z,47007,JavaScript,0,375,224,224
v2ray-core,2015-09-04T11:42:53Z,2026-03-14T15:59:15Z,46952,Go,247,203,2596,2593
quill,2012-07-30T23:23:18Z,2026-03-14T12:10:18Z,46951,TypeScript,95,382,3821,3269
serverless,2015-04-21T03:48:40Z,2026-03-13T15:02:50Z,46951,JavaScript,480,4867,6601,5483
okhttp,2012-07-23T13:42:55Z,2026-03-14T09:54:19Z,46926,Kotlin,0,3976,4254,4183
Made-With-ML,2018-11-05T03:44:27Z,2026-03-14T16:17:48Z,46755,Jupyter Notebook,1,147,77,59
pixijs,2013-01-21T22:40:50Z,2026-03-14T15:55:35Z,46739,TypeScript,304,3812,6078,5803
ghostty,2022-03-29T17:38:26Z,2026-03-14T16:34:38Z,46656,Zig,1,3680,2050,1918
Pake,2022-10-14T09:32:57Z,2026-03-14T16:02:01Z,46634,Rust,41,112,478,478
plane,2022-11-19T12:55:01Z,2026-03-14T16:08:51Z,46574,TypeScript,54,6280,1576,968
OpenCut,2025-06-22T08:02:17Z,2026-03-14T16:41:25Z,46563,TypeScript,2,187,269,85
discourse,2013-01-12T00:25:55Z,2026-03-14T16:00:36Z,46551,Ruby,0,33677,0,0
metabase,2015-02-02T19:25:47Z,2026-03-14T15:46:54Z,46404,Clojure,735,39779,24468,20792
awesome-design-patterns,2018-06-04T17:47:48Z,2026-03-14T15:21:00Z,46402,,0,30,16,5
ClickHouse,2016-06-02T08:28:18Z,2026-03-14T16:38:09Z,46328,C++,746,59405,27522,22938
ruff,2022-08-09T17:17:44Z,2026-03-14T16:36:04Z,46280,Rust,403,13727,7836,6186
text-generation-webui,2022-12-21T04:17:37Z,2026-03-14T16:36:46Z,46242,Python,93,1237,4105,3281
frontend-dev-bookmarks,2013-06-22T13:23:55Z,2026-03-14T13:01:35Z,46188,,1,129,109,82
30-Days-Of-JavaScript,2019-12-23T14:07:40Z,2026-03-14T16:09:04Z,46172,JavaScript,0,100,178,60
learn-regex,2017-07-22T12:21:03Z,2026-03-14T07:45:17Z,46155,,0,132,87,36
AI-For-Beginners,2021-03-03T16:27:36Z,2026-03-14T16:02:44Z,46057,Jupyter Notebook,0,289,149,148
crewAI,2023-10-27T03:26:59Z,2026-03-14T16:17:34Z,46048,Python,144,1415,1788,1710
acme.sh,2015-12-26T12:56:33Z,2026-03-14T15:24:58Z,45966,Shell,46,1514,3534,2402
MediaCrawler,2023-06-09T12:14:34Z,2026-03-14T16:32:43Z,45818,Python,0,132,572,438
tldraw,2021-05-09T11:48:37Z,2026-03-14T15:47:34Z,45816,TypeScript,102,4470,2169,1893
monaco-editor,2016-06-07T16:56:31Z,2026-03-14T13:19:36Z,45738,JavaScript,187,558,3970,3230
architecture-samples,2016-02-05T13:42:07Z,2026-03-14T15:44:28Z,45608,Kotlin,0,232,492,349
GitHubDaily,2018-12-30T13:56:58Z,2026-03-14T15:43:39Z,45608,,0,3,717,181
prisma,2019-06-20T13:33:47Z,2026-03-14T09:12:09Z,45522,TypeScript,243,6757,11836,9439
awesome-cheatsheets,2017-11-09T02:47:15Z,2026-03-14T12:34:18Z,45482,JavaScript,0,171,102,61
nvm-windows,2014-09-20T16:37:28Z,2026-03-14T16:39:33Z,45444,Go,23,107,950,880
JeecgBoot,2018-11-26T10:40:00Z,2026-03-14T16:29:09Z,45398,Java,70,126,8176,8155
jest,2013-12-10T00:18:04Z,2026-03-14T13:43:43Z,45328,TypeScript,214,5774,8181,7975
AdminLTE,2013-12-25T02:52:40Z,2026-03-14T14:03:44Z,45321,CSS,78,1565,2908,2908
zx,2021-05-05T05:50:01Z,2026-03-14T10:56:23Z,45278,JavaScript,100,606,513,492
bevy,2020-01-18T21:13:55Z,2026-03-14T15:55:00Z,45070,Rust,53,7525,8036,5367
spotube,2021-02-14T03:17:58Z,2026-03-14T16:36:50Z,44952,Dart,43,257,2028,1304
Rocket.Chat,2015-05-19T07:36:09Z,2026-03-14T16:13:28Z,44885,TypeScript,1000,15752,16858,14512
CppCoreGuidelines,2015-08-19T20:22:52Z,2026-03-14T08:54:17Z,44834,CSS,4,826,1230,990
slidev,2021-04-24T01:25:23Z,2026-03-14T15:59:10Z,44824,TypeScript,419,805,1299,1140
penpot,2015-12-29T22:09:07Z,2026-03-14T15:23:59Z,44821,Clojure,69,5583,2185,1644
TTS,2020-05-20T15:45:28Z,2026-03-14T15:37:55Z,44810,Python,98,467,1233,1227
legado,2019-05-22T04:18:58Z,2026-03-14T16:25:12Z,44777,Kotlin,115,1139,3204,3179
meteor,2012-01-19T01:58:17Z,2026-03-14T07:45:29Z,44777,JavaScript,0,2687,9258,9020
hyper,2016-07-01T06:01:21Z,2026-03-14T15:32:57Z,44714,TypeScript,88,3291,3821,2874
Leaflet,2010-09-22T16:57:44Z,2026-03-14T14:25:46Z,44645,JavaScript,34,3244,5342,4944
airflow,2015-04-13T18:04:58Z,2026-03-14T16:27:45Z,44635,Python,115,34620,13989,12685
react-hook-form,2019-03-05T23:47:10Z,2026-03-14T09:15:36Z,44592,TypeScript,600,2142,4929,4843
grpc,2014-12-08T18:58:53Z,2026-03-14T16:03:34Z,44489,C++,365,20529,11922,11230
edex-ui,2017-01-28T09:35:02Z,2026-03-14T15:33:17Z,44423,JavaScript,29,399,559,553
pyenv,2012-08-31T06:57:52Z,2026-03-14T13:43:30Z,44416,Shell,151,1047,1883,1833
awesome-compose,2020-02-13T08:51:42Z,2026-03-14T10:17:49Z,44368,HTML,0,149,142,43
reactjs-interview-questions,2018-05-31T17:17:01Z,2026-03-14T16:33:27Z,44357,JavaScript,0,170,113,109
build-web-application-with-golang,2012-08-02T11:49:35Z,2026-03-14T09:35:21Z,44152,Go,0,757,306,183
EasySpider,2020-07-18T02:41:27Z,2026-03-14T13:25:20Z,44078,JavaScript,10,44,758,496
iina,2016-12-19T07:18:45Z,2026-03-14T16:27:10Z,44065,Swift,47,885,4384,2512
parcel,2017-08-07T16:36:47Z,2026-03-14T15:52:30Z,44048,JavaScript,52,2600,5521,5052
awesome-remote-job,2015-01-02T00:31:34Z,2026-03-14T13:05:24Z,44045,,0,593,89,75
awesome-claude-skills,2025-10-17T07:15:01Z,2026-03-14T16:44:01Z,43990,Python,0,20,62,4
react-use,2018-10-27T10:16:05Z,2026-03-13T21:02:48Z,43950,TypeScript,256,1533,609,245
upscayl,2022-07-30T17:19:20Z,2026-03-14T16:32:14Z,43940,TypeScript,29,0,1040,982
retrofit,2010-09-06T21:39:43Z,2026-03-13T16:01:08Z,43905,HTML,4,1345,2767,2639
front-end-interview-handbook,2018-01-13T19:40:08Z,2026-03-14T11:28:40Z,43903,MDX,0,349,102,91
babel,2014-09-28T13:38:23Z,2026-03-14T14:43:10Z,43902,TypeScript,452,6560,9058,8467
streamlit,2019-08-24T00:14:52Z,2026-03-14T16:30:27Z,43881,Python,116,6940,5801,4678
TensorFlow-Examples,2015-11-11T14:21:19Z,2026-03-12T11:05:44Z,43799,Jupyter Notebook,0,88,238,71
Summer2026-Internships,2020-05-23T20:53:18Z,2026-03-14T16:31:43Z,43768,Python,0,1674,7285,7284
LocalAI,2023-03-18T22:58:02Z,2026-03-14T16:37:52Z,43594,Go,97,5019,1293,1177
copyparty,2019-05-26T15:28:33Z,2026-03-14T16:37:38Z,43447,Python,338,172,868,652
helix,2020-06-01T04:26:56Z,2026-03-14T16:36:18Z,43441,Rust,30,4652,5746,4738
TrafficMonitor,2017-07-30T02:51:17Z,2026-03-14T15:53:54Z,43438,C++,26,67,1981,729
cobra,2013-09-03T20:40:26Z,2026-03-14T15:49:11Z,43436,Go,27,626,1238,997
jsoncrack.com,2022-01-30T15:25:18Z,2026-03-14T16:11:46Z,43428,TypeScript,23,89,281,246
fuels-rs,2021-10-31T22:33:54Z,2026-03-13T17:17:14Z,43373,Rust,120,911,663,613
sentry,2010-08-30T22:06:41Z,2026-03-14T16:19:29Z,43359,Python,163,82378,16752,14858
fuels-ts,2021-09-03T18:11:03Z,2026-03-13T17:17:14Z,43326,TypeScript,156,1979,1457,1400
milvus,2019-09-16T06:43:43Z,2026-03-14T16:24:07Z,43291,Go,154,24895,15252,14415
cli,2019-10-03T15:24:53Z,2026-03-14T16:41:40Z,43107,Go,191,2827,5802,4900
tmux,2015-06-03T23:32:55Z,2026-03-14T16:32:47Z,42995,C,39,3,3903,3865
pm2,2013-05-21T03:25:25Z,2026-03-14T15:57:40Z,42986,JavaScript,134,558,5121,4104
spark,2014-02-25T08:00:08Z,2026-03-14T16:08:01Z,42984,Scala,0,9,19,3
CPlusPlusThings,2019-07-14T08:45:45Z,2026-03-14T15:28:47Z,42967,C++,0,78,230,223
kong,2014-11-17T23:56:08Z,2026-03-14T15:07:54Z,42953,Lua,145,6501,4591,4532
agency-agents,2025-10-13T12:12:29Z,2026-03-14T16:43:29Z,42861,Shell,0,62,39,28
zig,2015-08-06T00:51:28Z,2026-03-14T14:57:11Z,42820,Zig,21,9540,13518,10240
what-happens-when,2013-11-07T04:30:06Z,2026-03-14T15:31:26Z,42815,,0,108,296,54
python-patterns,2012-06-06T21:02:35Z,2026-03-14T10:08:03Z,42796,Python,0,290,97,86
mitmproxy,2010-02-16T04:10:13Z,2026-03-14T16:38:31Z,42657,Python,79,2741,3643,3279
RSSHub,2018-04-02T14:43:21Z,2026-03-14T16:29:03Z,42638,TypeScript,0,12155,6324,5968
exo,2024-06-24T18:36:22Z,2026-03-14T16:16:55Z,42594,Python,13,623,752,644
pandoc,2010-03-20T20:34:23Z,2026-03-14T13:45:59Z,42587,Haskell,153,1763,8188,7217
Umi-OCR,2022-03-28T04:01:46Z,2026-03-14T16:14:41Z,42572,Python,31,58,843,518
fanqiang,2015-01-14T00:34:25Z,2026-03-14T16:19:05Z,42570,Kotlin,3,3,813,484
git-flight-rules,2014-07-22T20:35:09Z,2026-03-14T09:11:20Z,42479,,0,226,73,57
Files,2019-01-04T18:19:14Z,2026-03-14T16:18:12Z,42407,C#,131,5530,11079,10583
Alamofire,2014-07-31T05:56:19Z,2026-03-14T12:15:21Z,42362,Swift,104,664,2812,2779
chatgpt-on-wechat,2022-08-07T08:33:41Z,2026-03-14T15:47:37Z,42205,Python,66,291,2030,1718
ailearning,2017-02-25T08:53:02Z,2026-03-14T16:23:59Z,42127,Python,2,478,117,114
zod,2020-03-07T20:59:08Z,2026-03-14T11:50:41Z,42109,TypeScript,201,975,3017,2847
diagrams,2020-02-02T15:23:24Z,2026-03-14T13:34:55Z,42073,Python,46,341,539,224
full-stack-fastapi-template,2019-02-23T15:08:34Z,2026-03-14T16:07:02Z,42044,TypeScript,12,622,436,436
fd,2017-05-09T21:27:10Z,2026-03-14T14:47:27Z,42034,Rust,44,715,959,825
gradio,2018-12-19T08:24:04Z,2026-03-14T14:08:41Z,42018,Python,1000,5376,6473,6039
